date,store_nbr,family,sales,onpromotion
2016-10-18,27,PERSONAL CARE,169.0,6
2016-10-18,27,PRODUCE,2132.518,33
2016-10-18,28,PERSONAL CARE,290.0,9
2016-10-18,28,PRODUCE,2787.087,116
2016-10-18,29,PERSONAL CARE,243.0,7
2016-10-18,29,PRODUCE,2278.566,124
2016-10-18,3,PERSONAL CARE,430.0,10
2016-10-18,3,PRODUCE,7193.331,39
2016-10-18,30,PERSONAL CARE,98.0,6
2016-10-18,30,PRODUCE,948.085,80
2016-10-18,31,PERSONAL CARE,222.0,7
2016-10-18,31,PRODUCE,2103.34,114
2016-10-18,32,PERSONAL CARE,54.0,4
2016-10-18,32,PRODUCE,325.723,64
2016-10-18,33,PERSONAL CARE,168.0,7
2016-10-18,33,PRODUCE,1825.806,92
2016-10-18,34,PERSONAL CARE,225.0,6
2016-10-18,34,PRODUCE,1145.693,105
2016-10-18,35,PERSONAL CARE,69.0,4
2016-10-18,35,PRODUCE,633.924,74
2016-10-18,36,PERSONAL CARE,249.0,8
2016-10-18,36,PRODUCE,2824.531,143
2016-10-18,37,PERSONAL CARE,196.0,7
2016-10-18,37,PRODUCE,2510.061,35
2016-10-18,38,PERSONAL CARE,227.0,10
2016-10-18,38,PRODUCE,1288.234,29
2016-10-18,39,PERSONAL CARE,237.0,5
2016-10-18,39,PRODUCE,2660.382,149
2016-10-18,4,PERSONAL CARE,204.0,10
2016-10-18,4,PRODUCE,1995.019,27
2016-10-18,40,PERSONAL CARE,335.0,7
2016-10-18,40,PRODUCE,1772.652,107
2016-10-18,41,PERSONAL CARE,185.0,7
2016-10-18,41,PRODUCE,1472.952,33
2016-10-18,42,PERSONAL CARE,167.0,8
2016-10-18,42,PRODUCE,2008.203,37
2016-10-18,43,PERSONAL CARE,174.0,6
2016-10-18,43,PRODUCE,1012.37,98
2016-10-18,44,PERSONAL CARE,400.0,11
2016-10-18,44,PRODUCE,7133.399,41
2016-10-18,45,PERSONAL CARE,442.0,12
2016-10-18,45,PRODUCE,4587.28,38
2016-10-18,46,PERSONAL CARE,484.0,12
2016-10-18,46,PRODUCE,1757.189,36
2016-10-18,47,PERSONAL CARE,495.0,9
2016-10-18,47,PRODUCE,4464.289,36
2016-10-18,48,PERSONAL CARE,441.0,12
2016-10-18,48,PRODUCE,1431.521,32
2016-10-18,49,PERSONAL CARE,311.0,8
2016-10-18,49,PRODUCE,6434.272,42
2016-10-18,5,PERSONAL CARE,192.0,12
2016-10-18,5,PRODUCE,1188.256,24
2016-10-18,50,PERSONAL CARE,290.0,8
2016-10-18,50,PRODUCE,1824.469,36
2016-10-18,51,PERSONAL CARE,236.0,4
2016-10-18,51,PRODUCE,4601.788,39
2016-10-18,52,PERSONAL CARE,0.0,0
2016-10-18,52,PRODUCE,0.0,0
2016-10-18,53,PERSONAL CARE,173.0,4
2016-10-18,53,PRODUCE,1266.083,35
2016-10-18,54,PERSONAL CARE,188.0,7
2016-10-18,54,PRODUCE,866.887,41
2016-10-18,6,PERSONAL CARE,237.0,8
2016-10-18,6,PRODUCE,1912.696,33
2016-10-18,7,PERSONAL CARE,202.0,8
2016-10-18,7,PRODUCE,4898.824,37
2016-10-18,8,PERSONAL CARE,256.0,6
2016-10-18,8,PRODUCE,3838.69,40
2016-10-18,9,PERSONAL CARE,389.0,9
2016-10-18,9,PRODUCE,2179.091,137
2016-10-19,1,PERSONAL CARE,191.0,10
2016-10-19,1,PRODUCE,4293.365,219
2016-10-19,10,PERSONAL CARE,150.0,7
2016-10-19,10,PRODUCE,156.951,1
2016-10-19,11,PERSONAL CARE,286.0,13
2016-10-19,11,PRODUCE,826.777,1
2016-10-19,12,PERSONAL CARE,129.0,5
2016-10-19,12,PRODUCE,285.504,0
2016-10-19,13,PERSONAL CARE,114.0,7
2016-10-19,13,PRODUCE,124.302,0
2016-10-19,14,PERSONAL CARE,213.0,4
2016-10-19,14,PRODUCE,266.971,1
2016-10-19,15,PERSONAL CARE,136.0,7
2016-10-19,15,PRODUCE,677.422,1
2016-10-19,16,PERSONAL CARE,138.0,6
2016-10-19,16,PRODUCE,382.023,1
2016-10-19,17,PERSONAL CARE,192.0,7
2016-10-19,17,PRODUCE,1141.303,1
2016-10-19,18,PERSONAL CARE,0.0,0
2016-10-19,18,PRODUCE,0.0,0
2016-10-19,19,PERSONAL CARE,126.0,5
2016-10-19,19,PRODUCE,311.448,1
2016-10-19,2,PERSONAL CARE,175.0,8
2016-10-19,2,PRODUCE,3368.343,210
2016-10-19,20,PERSONAL CARE,213.0,5
2016-10-19,20,PRODUCE,573.441,1
2016-10-19,21,PERSONAL CARE,191.0,6
2016-10-19,21,PRODUCE,801.549,1
2016-10-19,22,PERSONAL CARE,100.0,5
2016-10-19,22,PRODUCE,278.049,0
2016-10-19,23,PERSONAL CARE,118.0,7
2016-10-19,23,PRODUCE,1723.884,194
2016-10-19,24,PERSONAL CARE,229.0,9
2016-10-19,24,PRODUCE,5683.854,213
2016-10-19,25,PERSONAL CARE,0.0,0
2016-10-19,25,PRODUCE,0.0,0
2016-10-19,26,PERSONAL CARE,65.0,7
2016-10-19,26,PRODUCE,816.222,120
2016-10-19,27,PERSONAL CARE,164.0,7
2016-10-19,27,PRODUCE,3661.529,211
2016-10-19,28,PERSONAL CARE,175.0,4
2016-10-19,28,PRODUCE,930.453,1
2016-10-19,29,PERSONAL CARE,176.0,8
2016-10-19,29,PRODUCE,818.047,1
2016-10-19,3,PERSONAL CARE,395.0,10
2016-10-19,3,PRODUCE,11379.21,217
2016-10-19,30,PERSONAL CARE,71.0,4
2016-10-19,30,PRODUCE,303.994,0
2016-10-19,31,PERSONAL CARE,173.0,7
2016-10-19,31,PRODUCE,791.094,1
2016-10-19,32,PERSONAL CARE,55.0,4
2016-10-19,32,PRODUCE,98.377,0
2016-10-19,33,PERSONAL CARE,142.0,7
2016-10-19,33,PRODUCE,946.448,1
2016-10-19,34,PERSONAL CARE,232.0,5
2016-10-19,34,PRODUCE,563.585,0
2016-10-19,35,PERSONAL CARE,48.0,3
2016-10-19,35,PRODUCE,170.771,1
2016-10-19,36,PERSONAL CARE,217.0,9
2016-10-19,36,PRODUCE,1276.74,1
2016-10-19,37,PERSONAL CARE,251.0,6
2016-10-19,37,PRODUCE,4769.109,211
2016-10-19,38,PERSONAL CARE,203.0,7
2016-10-19,38,PRODUCE,3113.456,178
2016-10-19,39,PERSONAL CARE,194.0,6
2016-10-19,39,PRODUCE,1190.774,1
2016-10-19,4,PERSONAL CARE,202.0,9
2016-10-19,4,PRODUCE,3292.624,177
2016-10-19,40,PERSONAL CARE,241.0,6
2016-10-19,40,PRODUCE,858.173,1
2016-10-19,41,PERSONAL CARE,219.0,9
2016-10-19,41,PRODUCE,2048.968,172
2016-10-19,42,PERSONAL CARE,170.0,10
2016-10-19,42,PRODUCE,3092.947,203
2016-10-19,43,PERSONAL CARE,151.0,7
2016-10-19,43,PRODUCE,399.076,0
2016-10-19,44,PERSONAL CARE,442.0,11
2016-10-19,44,PRODUCE,12941.435,231
2016-10-19,45,PERSONAL CARE,382.0,12
2016-10-19,45,PRODUCE,7134.208,215
2016-10-19,46,PERSONAL CARE,382.0,12
2016-10-19,46,PRODUCE,3074.119,212
2016-10-19,47,PERSONAL CARE,388.0,13
2016-10-19,47,PRODUCE,6813.441,214
2016-10-19,48,PERSONAL CARE,404.0,12
2016-10-19,48,PRODUCE,2164.987,183
2016-10-19,49,PERSONAL CARE,339.0,10
2016-10-19,49,PRODUCE,10094.5,237
2016-10-19,5,PERSONAL CARE,165.0,8
2016-10-19,5,PRODUCE,1707.305,176
2016-10-19,50,PERSONAL CARE,328.0,7
2016-10-19,50,PRODUCE,2377.952,212
2016-10-19,51,PERSONAL CARE,229.0,9
2016-10-19,51,PRODUCE,7590.728,212
2016-10-19,52,PERSONAL CARE,0.0,0
2016-10-19,52,PRODUCE,0.0,0
2016-10-19,53,PERSONAL CARE,160.0,7
2016-10-19,53,PRODUCE,2640.125,169
2016-10-19,54,PERSONAL CARE,133.0,9
2016-10-19,54,PRODUCE,555.718,1
2016-10-19,6,PERSONAL CARE,200.0,12
2016-10-19,6,PRODUCE,3780.636,189
2016-10-19,7,PERSONAL CARE,238.0,7
2016-10-19,7,PRODUCE,8379.503,227
2016-10-19,8,PERSONAL CARE,204.0,6
2016-10-19,8,PRODUCE,6854.346,228
2016-10-19,9,PERSONAL CARE,273.0,7
2016-10-19,9,PRODUCE,1053.866,1
2016-10-20,1,PERSONAL CARE,130.0,8
2016-10-20,1,PRODUCE,2087.617,34
2016-10-20,10,PERSONAL CARE,105.0,4
2016-10-20,10,PRODUCE,219.364,3
2016-10-20,11,PERSONAL CARE,299.0,8
2016-10-20,11,PRODUCE,1047.286,8
2016-10-20,12,PERSONAL CARE,176.0,3
2016-10-20,12,PRODUCE,278.442,4
2016-10-20,13,PERSONAL CARE,83.0,3
2016-10-20,13,PRODUCE,201.016,4
2016-10-20,14,PERSONAL CARE,283.0,3
2016-10-20,14,PRODUCE,327.235,4
2016-10-20,15,PERSONAL CARE,180.0,4
2016-10-20,15,PRODUCE,592.135,4
2016-10-20,16,PERSONAL CARE,97.0,3
2016-10-20,16,PRODUCE,453.37302,4
2016-10-20,17,PERSONAL CARE,210.0,4
2016-10-20,17,PRODUCE,1064.792,4
2016-10-20,18,PERSONAL CARE,0.0,0
2016-10-20,18,PRODUCE,0.0,0
2016-10-20,19,PERSONAL CARE,152.0,3
2016-10-20,19,PRODUCE,323.739,3
2016-10-20,2,PERSONAL CARE,197.0,9
2016-10-20,2,PRODUCE,2105.831,39
2016-10-20,20,PERSONAL CARE,265.0,5
2016-10-20,20,PRODUCE,806.663,5
2016-10-20,21,PERSONAL CARE,178.0,5
2016-10-20,21,PRODUCE,775.441,4
2016-10-20,22,PERSONAL CARE,93.0,6
2016-10-20,22,PRODUCE,349.688,3
2016-10-20,23,PERSONAL CARE,140.0,3
2016-10-20,23,PRODUCE,1006.262,29
2016-10-20,24,PERSONAL CARE,259.0,9
2016-10-20,24,PRODUCE,3101.211,35
2016-10-20,25,PERSONAL CARE,0.0,0
2016-10-20,25,PRODUCE,0.0,0
2016-10-20,26,PERSONAL CARE,98.0,6
2016-10-20,26,PRODUCE,329.444,12
2016-10-20,27,PERSONAL CARE,153.0,7
2016-10-20,27,PRODUCE,2129.476,38
2016-10-20,28,PERSONAL CARE,228.0,4
2016-10-20,28,PRODUCE,1104.794,5
2016-10-20,29,PERSONAL CARE,167.0,5
2016-10-20,29,PRODUCE,848.968,4
2016-10-20,3,PERSONAL CARE,417.0,11
2016-10-20,3,PRODUCE,5750.357,38
2016-10-20,30,PERSONAL CARE,125.0,4
2016-10-20,30,PRODUCE,493.367,4
2016-10-20,31,PERSONAL CARE,220.0,3
2016-10-20,31,PRODUCE,939.184,5
2016-10-20,32,PERSONAL CARE,88.0,3
2016-10-20,32,PRODUCE,95.473,2
2016-10-20,33,PERSONAL CARE,161.0,5
2016-10-20,33,PRODUCE,1055.378,4
2016-10-20,34,PERSONAL CARE,223.0,4
2016-10-20,34,PRODUCE,535.864,3
2016-10-20,35,PERSONAL CARE,52.0,1
2016-10-20,35,PRODUCE,245.891,3
2016-10-20,36,PERSONAL CARE,212.0,4
2016-10-20,36,PRODUCE,1239.129,5
2016-10-20,37,PERSONAL CARE,201.0,7
2016-10-20,37,PRODUCE,2363.268,35
2016-10-20,38,PERSONAL CARE,181.0,5
2016-10-20,38,PRODUCE,1300.862,28
2016-10-20,39,PERSONAL CARE,223.0,4
2016-10-20,39,PRODUCE,1271.841,5
2016-10-20,4,PERSONAL CARE,206.0,10
2016-10-20,4,PRODUCE,1974.657,22
2016-10-20,40,PERSONAL CARE,252.0,4
2016-10-20,40,PRODUCE,999.505,4
2016-10-20,41,PERSONAL CARE,204.0,8
2016-10-20,41,PRODUCE,1405.33,32
2016-10-20,42,PERSONAL CARE,114.0,6
2016-10-20,42,PRODUCE,2069.241,37
2016-10-20,43,PERSONAL CARE,186.0,4
2016-10-20,43,PRODUCE,480.184,5
2016-10-20,44,PERSONAL CARE,308.0,11
2016-10-20,44,PRODUCE,7118.192,41
2016-10-20,45,PERSONAL CARE,406.0,10
2016-10-20,45,PRODUCE,7676.222,35
2016-10-20,46,PERSONAL CARE,587.0,11
2016-10-20,46,PRODUCE,2488.802,39
2016-10-20,47,PERSONAL CARE,513.0,13
2016-10-20,47,PRODUCE,4614.804,34
2016-10-20,48,PERSONAL CARE,431.0,11
2016-10-20,48,PRODUCE,1559.033,34
2016-10-20,49,PERSONAL CARE,248.0,10
2016-10-20,49,PRODUCE,6228.46,42
2016-10-20,5,PERSONAL CARE,152.0,7
2016-10-20,5,PRODUCE,1154.235,25
2016-10-20,50,PERSONAL CARE,320.0,7
2016-10-20,50,PRODUCE,1636.823,37
2016-10-20,51,PERSONAL CARE,122.0,4
2016-10-20,51,PRODUCE,3555.858,40
2016-10-20,52,PERSONAL CARE,0.0,0
2016-10-20,52,PRODUCE,0.0,0
2016-10-20,53,PERSONAL CARE,237.0,10
2016-10-20,53,PRODUCE,1418.241,35
2016-10-20,54,PERSONAL CARE,156.0,3
2016-10-20,54,PRODUCE,376.829,3
2016-10-20,6,PERSONAL CARE,195.0,9
2016-10-20,6,PRODUCE,1858.931,31
2016-10-20,7,PERSONAL CARE,189.0,6
2016-10-20,7,PRODUCE,4771.996,36
2016-10-20,8,PERSONAL CARE,278.0,7
2016-10-20,8,PRODUCE,3415.1301,40
2016-10-20,9,PERSONAL CARE,377.0,6
2016-10-20,9,PRODUCE,1232.25,6
2016-10-21,1,PERSONAL CARE,118.0,5
2016-10-21,1,PRODUCE,2494.127,39
2016-10-21,10,PERSONAL CARE,101.0,3
2016-10-21,10,PRODUCE,183.355,3
2016-10-21,11,PERSONAL CARE,258.0,5
2016-10-21,11,PRODUCE,929.508,5
2016-10-21,12,PERSONAL CARE,156.0,4
2016-10-21,12,PRODUCE,285.176,4
2016-10-21,13,PERSONAL CARE,190.0,6
2016-10-21,13,PRODUCE,178.306,3
2016-10-21,14,PERSONAL CARE,315.0,2
2016-10-21,14,PRODUCE,316.271,4
2016-10-21,15,PERSONAL CARE,130.0,4
2016-10-21,15,PRODUCE,532.234,5
2016-10-21,16,PERSONAL CARE,84.0,2
2016-10-21,16,PRODUCE,487.736,4
2016-10-21,17,PERSONAL CARE,193.0,4
2016-10-21,17,PRODUCE,996.575,5
2016-10-21,18,PERSONAL CARE,0.0,0
2016-10-21,18,PRODUCE,0.0,0
2016-10-21,19,PERSONAL CARE,171.0,3
2016-10-21,19,PRODUCE,338.26,3
2016-10-21,2,PERSONAL CARE,180.0,9
2016-10-21,2,PRODUCE,2527.921,39
2016-10-21,20,PERSONAL CARE,190.0,5
2016-10-21,20,PRODUCE,596.95,5
2016-10-21,21,PERSONAL CARE,210.0,3
2016-10-21,21,PRODUCE,909.874,3
2016-10-21,22,PERSONAL CARE,69.0,2
2016-10-21,22,PRODUCE,239.424,3
2016-10-21,23,PERSONAL CARE,120.0,4
2016-10-21,23,PRODUCE,1195.924,30
2016-10-21,24,PERSONAL CARE,261.0,7
2016-10-21,24,PRODUCE,3393.268,35
2016-10-21,25,PERSONAL CARE,0.0,0
2016-10-21,25,PRODUCE,0.0,0
2016-10-21,26,PERSONAL CARE,77.0,6
2016-10-21,26,PRODUCE,489.887,15
2016-10-21,27,PERSONAL CARE,137.0,8
2016-10-21,27,PRODUCE,2234.529,38
2016-10-21,28,PERSONAL CARE,144.0,4
2016-10-21,28,PRODUCE,1071.062,5
2016-10-21,29,PERSONAL CARE,160.0,5
2016-10-21,29,PRODUCE,786.71,5
2016-10-21,3,PERSONAL CARE,406.0,10
2016-10-21,3,PRODUCE,8066.309,40
2016-10-21,30,PERSONAL CARE,84.0,4
2016-10-21,30,PRODUCE,424.891,4
2016-10-21,31,PERSONAL CARE,193.0,3
2016-10-21,31,PRODUCE,923.253,5
2016-10-21,32,PERSONAL CARE,64.0,3
2016-10-21,32,PRODUCE,124.921,2
2016-10-21,33,PERSONAL CARE,127.0,4
2016-10-21,33,PRODUCE,935.55597,4
2016-10-21,34,PERSONAL CARE,249.0,5
2016-10-21,34,PRODUCE,503.889,4
2016-10-21,35,PERSONAL CARE,53.0,1
2016-10-21,35,PRODUCE,207.474,3
2016-10-21,36,PERSONAL CARE,169.0,5
2016-10-21,36,PRODUCE,1207.98,4
2016-10-21,37,PERSONAL CARE,196.0,7
2016-10-21,37,PRODUCE,2963.191,36
2016-10-21,38,PERSONAL CARE,210.0,10
2016-10-21,38,PRODUCE,1860.685,31
2016-10-21,39,PERSONAL CARE,256.0,4
2016-10-21,39,PRODUCE,1303.927,2
2016-10-21,4,PERSONAL CARE,194.0,9
2016-10-21,4,PRODUCE,2280.795,27
2016-10-21,40,PERSONAL CARE,192.0,6
2016-10-21,40,PRODUCE,781.229,4
2016-10-21,41,PERSONAL CARE,205.0,8
2016-10-21,41,PRODUCE,1428.264,32
2016-10-21,42,PERSONAL CARE,174.0,5
2016-10-21,42,PRODUCE,2394.971,36
2016-10-21,43,PERSONAL CARE,207.0,5
2016-10-21,43,PRODUCE,382.687,5
2016-10-21,44,PERSONAL CARE,382.0,11
2016-10-21,44,PRODUCE,9379.699,40
2016-10-21,45,PERSONAL CARE,456.0,10
2016-10-21,45,PRODUCE,6214.988,37
2016-10-21,46,PERSONAL CARE,478.0,13
2016-10-21,46,PRODUCE,2459.605,41
2016-10-21,47,PERSONAL CARE,551.0,12
2016-10-21,47,PRODUCE,5334.888,38
2016-10-21,48,PERSONAL CARE,461.0,13
2016-10-21,48,PRODUCE,1702.108,35
2016-10-21,49,PERSONAL CARE,315.0,10
2016-10-21,49,PRODUCE,8691.657,41
2016-10-21,5,PERSONAL CARE,172.0,7
2016-10-21,5,PRODUCE,1545.518,26
2016-10-21,50,PERSONAL CARE,337.0,8
2016-10-21,50,PRODUCE,1964.082,39
2016-10-21,51,PERSONAL CARE,204.0,9
2016-10-21,51,PRODUCE,4702.598,41
2016-10-21,52,PERSONAL CARE,0.0,0
2016-10-21,52,PRODUCE,0.0,0
2016-10-21,53,PERSONAL CARE,203.0,7
2016-10-21,53,PRODUCE,1783.289,36
2016-10-21,54,PERSONAL CARE,164.0,2
2016-10-21,54,PRODUCE,561.82,4
2016-10-21,6,PERSONAL CARE,227.0,10
2016-10-21,6,PRODUCE,2345.501,31
2016-10-21,7,PERSONAL CARE,163.0,4
2016-10-21,7,PRODUCE,5640.276,39
2016-10-21,8,PERSONAL CARE,279.0,7
2016-10-21,8,PRODUCE,4250.717,41
2016-10-21,9,PERSONAL CARE,289.0,5
2016-10-21,9,PRODUCE,1127.319,5
2016-10-22,1,PERSONAL CARE,142.0,8
2016-10-22,1,PRODUCE,2609.862,35
2016-10-22,10,PERSONAL CARE,168.0,5
2016-10-22,10,PRODUCE,240.488,3
2016-10-22,11,PERSONAL CARE,411.0,11
2016-10-22,11,PRODUCE,1135.519,3
2016-10-22,12,PERSONAL CARE,191.0,6
2016-10-22,12,PRODUCE,314.886,4
2016-10-22,13,PERSONAL CARE,260.0,6
2016-10-22,13,PRODUCE,204.169,4
2016-10-22,14,PERSONAL CARE,324.0,3
2016-10-22,14,PRODUCE,434.841,5
2016-10-22,15,PERSONAL CARE,199.0,3
2016-10-22,15,PRODUCE,619.68,4
2016-10-22,16,PERSONAL CARE,152.0,3
2016-10-22,16,PRODUCE,521.299,3
2016-10-22,17,PERSONAL CARE,285.0,5
2016-10-22,17,PRODUCE,1731.33,5
2016-10-22,18,PERSONAL CARE,0.0,0
2016-10-22,18,PRODUCE,0.0,0
2016-10-22,19,PERSONAL CARE,278.0,6
2016-10-22,19,PRODUCE,564.955,4
2016-10-22,2,PERSONAL CARE,267.0,8
2016-10-22,2,PRODUCE,3261.757,38
2016-10-22,20,PERSONAL CARE,355.0,5
2016-10-22,20,PRODUCE,1164.663,5
2016-10-22,21,PERSONAL CARE,343.0,4
2016-10-22,21,PRODUCE,1143.248,4
2016-10-22,22,PERSONAL CARE,140.0,4
2016-10-22,22,PRODUCE,295.6,4
2016-10-22,23,PERSONAL CARE,127.0,5
2016-10-22,23,PRODUCE,1174.637,25
2016-10-22,24,PERSONAL CARE,314.0,10
2016-10-22,24,PRODUCE,3407.557,34
2016-10-22,25,PERSONAL CARE,0.0,0
2016-10-22,25,PRODUCE,0.0,0
2016-10-22,26,PERSONAL CARE,163.0,7
2016-10-22,26,PRODUCE,374.569,12
2016-10-22,27,PERSONAL CARE,208.0,8
2016-10-22,27,PRODUCE,2825.631,35
2016-10-22,28,PERSONAL CARE,283.0,3
2016-10-22,28,PRODUCE,1527.341,5
2016-10-22,29,PERSONAL CARE,210.0,5
2016-10-22,29,PRODUCE,1201.136,4
2016-10-22,3,PERSONAL CARE,644.0,12
2016-10-22,3,PRODUCE,9350.971,41
2016-10-22,30,PERSONAL CARE,98.0,4
2016-10-22,30,PRODUCE,494.17,4
2016-10-22,31,PERSONAL CARE,251.0,6
2016-10-22,31,PRODUCE,1088.263,5
2016-10-22,32,PERSONAL CARE,81.0,3
2016-10-22,32,PRODUCE,214.594,3
2016-10-22,33,PERSONAL CARE,258.0,5
2016-10-22,33,PRODUCE,1322.131,4
2016-10-22,34,PERSONAL CARE,252.0,3
2016-10-22,34,PRODUCE,608.025,4
2016-10-22,35,PERSONAL CARE,76.0,2
2016-10-22,35,PRODUCE,302.452,4
2016-10-22,36,PERSONAL CARE,221.0,4
2016-10-22,36,PRODUCE,1385.478,4
2016-10-22,37,PERSONAL CARE,243.0,7
2016-10-22,37,PRODUCE,2698.408,37
2016-10-22,38,PERSONAL CARE,389.0,10
2016-10-22,38,PRODUCE,2278.85,30
2016-10-22,39,PERSONAL CARE,382.0,4
2016-10-22,39,PRODUCE,1820.772,4
2016-10-22,4,PERSONAL CARE,258.0,10
2016-10-22,4,PRODUCE,2720.307,26
2016-10-22,40,PERSONAL CARE,305.0,5
2016-10-22,40,PRODUCE,938.648,4
2016-10-22,41,PERSONAL CARE,235.0,9
2016-10-22,41,PRODUCE,1876.911,31
2016-10-22,42,PERSONAL CARE,212.0,8
2016-10-22,42,PRODUCE,2883.965,38
2016-10-22,43,PERSONAL CARE,223.0,5
2016-10-22,43,PRODUCE,665.663,4
2016-10-22,44,PERSONAL CARE,652.0,14
2016-10-22,44,PRODUCE,12066.825,40
2016-10-22,45,PERSONAL CARE,781.0,14
2016-10-22,45,PRODUCE,7272.487,36
2016-10-22,46,PERSONAL CARE,847.0,12
2016-10-22,46,PRODUCE,3723.146,43
2016-10-22,47,PERSONAL CARE,872.0,12
2016-10-22,47,PRODUCE,7174.752,38
2016-10-22,48,PERSONAL CARE,726.0,13
2016-10-22,48,PRODUCE,2956.874,34
2016-10-22,49,PERSONAL CARE,460.0,11
2016-10-22,49,PRODUCE,8646.05,42
2016-10-22,5,PERSONAL CARE,263.0,10
2016-10-22,5,PRODUCE,1171.183,24
2016-10-22,50,PERSONAL CARE,568.0,12
2016-10-22,50,PRODUCE,2517.057,37
2016-10-22,51,PERSONAL CARE,234.0,7
2016-10-22,51,PRODUCE,4779.632,39
2016-10-22,52,PERSONAL CARE,0.0,0
2016-10-22,52,PRODUCE,0.0,0
2016-10-22,53,PERSONAL CARE,253.0,9
2016-10-22,53,PRODUCE,2225.564,33
2016-10-22,54,PERSONAL CARE,168.0,2
2016-10-22,54,PRODUCE,575.472,3
2016-10-22,6,PERSONAL CARE,355.0,10
2016-10-22,6,PRODUCE,3154.603,33
2016-10-22,7,PERSONAL CARE,207.0,6
2016-10-22,7,PRODUCE,4524.54,38
2016-10-22,8,PERSONAL CARE,446.0,9
2016-10-22,8,PRODUCE,6519.275,41
2016-10-22,9,PERSONAL CARE,446.0,5
2016-10-22,9,PRODUCE,1537.244,5
2016-10-23,1,PERSONAL CARE,86.0,7
2016-10-23,1,PRODUCE,1323.927,30
2016-10-23,10,PERSONAL CARE,193.0,5
2016-10-23,10,PRODUCE,237.196,3
2016-10-23,11,PERSONAL CARE,597.0,8
2016-10-23,11,PRODUCE,1582.899,5
2016-10-23,12,PERSONAL CARE,275.0,5
2016-10-23,12,PRODUCE,329.358,4
2016-10-23,13,PERSONAL CARE,197.0,6
2016-10-23,13,PRODUCE,227.184,4
2016-10-23,14,PERSONAL CARE,156.0,2
2016-10-23,14,PRODUCE,409.508,5
2016-10-23,15,PERSONAL CARE,157.0,4
2016-10-23,15,PRODUCE,622.588,4
2016-10-23,16,PERSONAL CARE,218.0,5
2016-10-23,16,PRODUCE,669.835,4
2016-10-23,17,PERSONAL CARE,372.0,4
2016-10-23,17,PRODUCE,2171.515,5
2016-10-23,18,PERSONAL CARE,0.0,0
2016-10-23,18,PRODUCE,0.0,0
2016-10-23,19,PERSONAL CARE,232.0,6
2016-10-23,19,PRODUCE,553.507,4
2016-10-23,2,PERSONAL CARE,378.0,10
2016-10-23,2,PRODUCE,3915.429,38
2016-10-23,20,PERSONAL CARE,571.0,6
2016-10-23,20,PRODUCE,2140.663,5
2016-10-23,21,PERSONAL CARE,467.0,6
2016-10-23,21,PRODUCE,1673.327,5
2016-10-23,22,PERSONAL CARE,209.0,4
2016-10-23,22,PRODUCE,406.938,2
2016-10-23,23,PERSONAL CARE,166.0,7
2016-10-23,23,PRODUCE,1336.128,29
2016-10-23,24,PERSONAL CARE,347.0,10
2016-10-23,24,PRODUCE,3647.4949,34
2016-10-23,25,PERSONAL CARE,0.0,0
2016-10-23,25,PRODUCE,0.0,0
2016-10-23,26,PERSONAL CARE,181.0,8
2016-10-23,26,PRODUCE,618.86,13
2016-10-23,27,PERSONAL CARE,364.0,6
2016-10-23,27,PRODUCE,3869.509,37
2016-10-23,28,PERSONAL CARE,496.0,4
2016-10-23,28,PRODUCE,2343.7761,5
2016-10-23,29,PERSONAL CARE,325.0,5
2016-10-23,29,PRODUCE,1576.679,5
2016-10-23,3,PERSONAL CARE,818.0,12
2016-10-23,3,PRODUCE,10387.662,39
2016-10-23,30,PERSONAL CARE,105.0,2
2016-10-23,30,PRODUCE,561.677,3
2016-10-23,31,PERSONAL CARE,356.0,5
2016-10-23,31,PRODUCE,1290.796,3
2016-10-23,32,PERSONAL CARE,124.0,4
2016-10-23,32,PRODUCE,207.206,4
2016-10-23,33,PERSONAL CARE,294.0,5
2016-10-23,33,PRODUCE,1382.288,4
2016-10-23,34,PERSONAL CARE,250.0,3
2016-10-23,34,PRODUCE,639.905,5
2016-10-23,35,PERSONAL CARE,233.0,3
2016-10-23,35,PRODUCE,408.358,4
2016-10-23,36,PERSONAL CARE,280.0,5
2016-10-23,36,PRODUCE,1534.933,5
2016-10-23,37,PERSONAL CARE,269.0,7
2016-10-23,37,PRODUCE,2595.002,35
2016-10-23,38,PERSONAL CARE,433.0,11
2016-10-23,38,PRODUCE,2654.861,30
2016-10-23,39,PERSONAL CARE,476.0,5
2016-10-23,39,PRODUCE,1887.917,5
2016-10-23,4,PERSONAL CARE,313.0,11
2016-10-23,4,PRODUCE,3698.676,26
2016-10-23,40,PERSONAL CARE,268.0,5
2016-10-23,40,PRODUCE,925.434,3
2016-10-23,41,PERSONAL CARE,393.0,8
2016-10-23,41,PRODUCE,2578.574,33
2016-10-23,42,PERSONAL CARE,325.0,7
2016-10-23,42,PRODUCE,3221.829,39
2016-10-23,43,PERSONAL CARE,274.0,4
2016-10-23,43,PRODUCE,821.218,5
2016-10-23,44,PERSONAL CARE,809.0,12
2016-10-23,44,PRODUCE,13754.351,41
2016-10-23,45,PERSONAL CARE,1053.0,13
2016-10-23,45,PRODUCE,9814.46,37
2016-10-23,46,PERSONAL CARE,1233.0,13
2016-10-23,46,PRODUCE,5640.762,43
2016-10-23,47,PERSONAL CARE,1085.0,12
2016-10-23,47,PRODUCE,8862.965,36
